 ,院校代码,院校名称,专业组,专业名称,招生地区,选考科目,招生年份,录取批次,最低分,最低分位次,招生人数,备注,,,,,,,,,,,,,
不分文理,A579,岭南师范学院,1D,应用化学,山东,物理或化学,2021,常规1志愿,516,115997,1,- ,,,,,,,,,,,,,
不分文理,B654,武汉商学院,07,国际商务,山东,不限,2021,常规1志愿,516,116743,3,- ,,,,,,,,,,,,,
不分文理,A109,太原科技大学,0L,环境科学,山东,化学或生物,2021,常规1志愿,516,117147,2,- ,,,,,,,,,,,,,
不分文理,A517,湖北民族大学,4E,社会学,山东,思想政治或历史,2021,常规1志愿,516,117390,3,- ,,,,,,,,,,,,,
不分文理,A120,山西大同大学,49,生物科学(师范类),山东,物理或化学或生物,2021,常规1志愿,516,117222,10,- ,,,,,,,,,,,,,
不分文理,A201,北华大学,S3,风景园林,山东,生物或历史或地理,2021,常规1志愿,516,117004,2,- ,,,,,,,,,,,,,
不分文理,A109,太原科技大学,26,日语,山东,不限,2021,常规1志愿,516,117389,4,- ,,,,,,,,,,,,,
不分文理,A201,北华大学,XA,物流管理,山东,不限,2021,常规1志愿,516,116708,2,- ,,,,,,,,,,,,,
不分文理,A447,聊城大学,16,应用心理学,山东,不限,2021,常规1志愿,516,116971,25,- ,,,,,,,,,,,,,
不分文理,A608,广西民族大学,0Q,英语,山东,不限,2021,常规1志愿,516,117032,3,- ,,,,,,,,,,,,,
不分文理,A878,安徽建筑大学,07,安全工程,山东,物理,2021,常规1志愿,516,116975,2,- ,,,,,,,,,,,,,
不分文理,A429,青岛理工大学(中外),1U,财务管理(中外),山东,不限,2021,常规1志愿,516,116296,81,中外,,,,,,,,,,,,,
不分文理,A148,辽宁石油化工大学,50,油气储运工程(卓越计划班),山东,物理或化学,2021,常规1志愿,516,117185,3,- ,,,,,,,,,,,,,
不分文理,A429,青岛理工大学(校企),1W,软件工程(与青岛青软实训教育公司合作),山东,物理,2021,常规1志愿,516,116617,70,校企,,,,,,,,,,,,,
不分文理,A434,山东农业大学,05,烟草,山东,物理或化学或生物,2021,常规1志愿,516,116006,49,- ,,,,,,,,,,,,,
不分文理,A349,绍兴文理学院,22,电子信息类,山东,物理,2021,常规1志愿,516,116792,5,- ,,,,,,,,,,,,,
不分文理,A661,遵义医科大学,0X,护理学,山东,不限,2021,常规1志愿,516,116228,5,- ,,,,,,,,,,,,,
不分文理,A434,山东农业大学,17,动物医学类,山东,物理或化学或生物,2021,常规1志愿,516,116652,139,- ,,,,,,,,,,,,,
不分文理,A878,安徽建筑大学,1E,过程装备与控制工程,山东,物理,2021,常规1志愿,516,116755,2,- ,,,,,,,,,,,,,
不分文理,A741,兰州财经大学,11,国际商务,山东,不限,2021,常规1志愿,516,117371,2,- ,,,,,,,,,,,,,
不分文理,A139,内蒙古财经大学,48,法学,山东,不限,2021,常规1志愿,516,116032,6,- ,,,,,,,,,,,,,
不分文理,A434,山东农业大学,22,工商管理类,山东,不限,2021,常规1志愿,516,116605,430,- ,,,,,,,,,,,,,
不分文理,A405,东华理工大学,01,地质学类,山东,物理或化学或地理,2021,常规1志愿,516,115656,6,- ,,,,,,,,,,,,,
不分文理,Y000,哈尔滨理工大学,70,财务管理,山东,物理,2021,常规1志愿,516,116841,16,- ,,,,,,,,,,,,,
不分文理,E388,重庆第二师范学院,01,小学教育(师范类),山东,不限,2021,常规1志愿,516,115796,4,- ,,,,,,,,,,,,,
不分文理,A525,湖北汽车工业学院,01,车辆工程(含教育部卓越计划班),山东,物理,2021,常规1志愿,516,115594,2,- ,,,,,,,,,,,,,
不分文理,B058,宁波工程学院,09,电子科学与技术,山东,物理,2021,常规1志愿,516,116517,3,- ,,,,,,,,,,,,,
不分文理,A741,兰州财经大学,3V,数据科学与大数据技术,山东,物理,2021,常规1志愿,516,116108,2,- ,,,,,,,,,,,,,
不分文理,A203,吉林师范大学,E3,广播电视编导,山东,不限,2021,常规1志愿,516,116778,8,- ,,,,,,,,,,,,,
不分文理,A463,河南工业大学(中外),22,会计学(中外),山东,不限,2021,常规1志愿,516,116286,3,中外,,,,,,,,,,,,,
不分文理,D806,长沙师范学院,43,科学教育(师范类),山东,物理或化学或生物,2021,常规1志愿,516,116401,2,- ,,,,,,,,,,,,,
不分文理,A363,安徽工程大学,0N,食品科学与工程,山东,物理或化学或生物,2021,常规1志愿,516,117039,5,- ,,,,,,,,,,,,,
不分文理,A691,云南民族大学,45,数学与应用数学,山东,物理,2021,常规1志愿,516,115581,2,- ,,,,,,,,,,,,,
不分文理,A190,长春工业大学,81,数字媒体技术,山东,物理,2021,常规1志愿,516,115940,6,- ,,,,,,,,,,,,,
不分文理,B059,合肥学院,55,小学教育(师范类),山东,不限,2021,常规1志愿,516,116116,2,- ,,,,,,,,,,,,,
不分文理,B463,江苏理工学院,44,德语,山东,不限,2021,常规1志愿,516,117438,3,- ,,,,,,,,,,,,,
不分文理,A622,四川轻化工大学,34,生物制药,山东,物理或化学或生物,2021,常规1志愿,516,116948,3,- ,,,,,,,,,,,,,
不分文理,B407,北方民族大学,24,阿拉伯语,山东,不限,2021,常规1志愿,516,117342,1,- ,,,,,,,,,,,,,
不分文理,A364,安徽农业大学,27,测绘工程,山东,物理,2021,常规1志愿,516,115735,2,- ,,,,,,,,,,,,,
不分文理,A190,长春工业大学,B3,日语,山东,不限,2021,常规1志愿,516,116916,4,- ,,,,,,,,,,,,,
不分文理,A430,山东建筑大学,32,通信工程,山东,物理,2021,常规1志愿,516,117189,60,- ,,,,,,,,,,,,,
不分文理,B562,兰州文理学院,17,汉语言文学(师范类),山东,思想政治或历史或地理,2021,常规1志愿,516,116233,1,- ,,,,,,,,,,,,,
不分文理,A434,山东农业大学,DF,公共管理类(地方专项计划),山东,不限,2021,常规1志愿,516,116188,16,- ,,,,,,,,,,,,,
不分文理,B407,北方民族大学,87,法学,山东,不限,2021,常规1志愿,516,116649,2,- ,,,,,,,,,,,,,
不分文理,A430,山东建筑大学,44,计算机类,山东,物理,2021,常规1志愿,516,116832,384,- ,,,,,,,,,,,,,
不分文理,A364,安徽农业大学,9C,轻工类,山东,物理或化学,2021,常规1志愿,516,116997,4,- ,,,,,,,,,,,,,
不分文理,A076,河北工程大学,1J,植物生产类,山东,物理或化学或生物,2021,常规1志愿,516,116077,2,- ,,,,,,,,,,,,,
不分文理,A430,山东建筑大学,56,应用统计学,山东,物理,2021,常规1志愿,516,115745,14,- ,,,,,,,,,,,,,
不分文理,A096,保定学院,11,汉语言文学(师范类),山东,不限,2021,常规1志愿,516,116150,1,- ,,,,,,,,,,,,,
不分文理,A076,河北工程大学,1S,护理学,山东,不限,2021,常规1志愿,516,116612,4,- ,,,,,,,,,,,,,
不分文理,A449,滨州学院,14,英语(师范类),山东,不限,2021,常规1志愿,516,116614,14,- ,,,,,,,,,,,,,
不分文理,B077,长沙学院,30,旅游管理,山东,不限,2021,常规1志愿,516,116826,2,- ,,,,,,,,,,,,,
不分文理,A096,保定学院,41,英语(师范类),山东,不限,2021,常规1志愿,516,117231,1,- ,,,,,,,,,,,,,
不分文理,A096,保定学院,42,日语,山东,不限,2021,常规1志愿,516,116793,1,- ,,,,,,,,,,,,,
不分文理,B318,江西科技师范大学,1D,财务管理,山东,不限,2021,常规1志愿,516,116740,2,- ,,,,,,,,,,,,,
不分文理,B318,江西科技师范大学,1H,国际经济与贸易,山东,不限,2021,常规1志愿,516,116900,2,- ,,,,,,,,,,,,,
不分文理,A220,东北石油大学,63,新能源材料与器件,山东,物理,2021,常规1志愿,516,116321,1,- ,,,,,,,,,,,,,
不分文理,A624,中国民用航空飞行学院,0G,工商管理,山东,不限,2021,常规1志愿,516,117292,4,- ,,,,,,,,,,,,,
不分文理,A531,吉首大学,2H,旅游管理,山东,不限,2021,常规1志愿,516,116098,2,- ,,,,,,,,,,,,,
不分文理,A531,吉首大学,3B,电气工程及其自动化,山东,物理,2021,常规1志愿,516,115916,2,- ,,,,,,,,,,,,,
不分文理,A531,吉首大学,8D,化学工程与工艺,山东,物理或化学或生物,2021,常规1志愿,516,116056,2,- ,,,,,,,,,,,,,
不分文理,A435,青岛农业大学,39,日语,山东,不限,2021,常规1志愿,516,117482,43,- ,,,,,,,,,,,,,
不分文理,A333,常熟理工学院,G5,新能源科学与工程,山东,物理或化学,2021,常规1志愿,516,116984,2,- ,,,,,,,,,,,,,
不分文理,A484,河南财经政法大学,34,房地产开发与管理,山东,物理,2021,常规1志愿,516,116909,2,- ,,,,,,,,,,,,,
不分文理,A113,山西农业大学,37,食品质量与安全,山东,化学,2021,常规1志愿,516,116704,3,- ,,,,,,,,,,,,,
不分文理,A431,齐鲁工业大学,0R,环境科学与工程类,山东,物理或化学或生物,2021,常规1志愿,516,117263,53,- ,,,,,,,,,,,,,
不分文理,B726,长春大学,29,特殊教育(师范类),山东,不限,2021,常规1志愿,516,116687,2,- ,,,,,,,,,,,,,
不分文理,A207,吉林财经大学(中外),11,电子商务(中外),山东,不限,2021,常规1志愿,516,116827,2,中外,,,,,,,,,,,,,
不分文理,A731,兰州理工大学,33,日语,山东,不限,2021,常规1志愿,516,117485,4,- ,,,,,,,,,,,,,
不分文理,A395,闽江学院,01,会计学,山东,不限,2021,常规1志愿,516,116299,4,- ,,,,,,,,,,,,,
不分文理,B726,长春大学,48,学前教育,山东,不限,2021,常规1志愿,516,117346,2,- ,,,,,,,,,,,,,
不分文理,A676,云南农业大学,0C,植物保护,山东,物理或化学或生物,2021,常规1志愿,516,116284,1,- ,,,,,,,,,,,,,
不分文理,Y016,济南大学,40,土木类,山东,物理,2021,常规1志愿,516,115928,15,- ,,,,,,,,,,,,,
不分文理,A596,桂林理工大学,2G,新闻传播学类,山东,不限,2021,常规1志愿,516,115576,4,- ,,,,,,,,,,,,,
不分文理,A596,桂林理工大学,2H,行政管理,山东,不限,2021,常规1志愿,516,117258,2,- ,,,,,,,,,,,,,
不分文理,A154,辽宁工业大学,24,工程管理,山东,物理,2021,常规1志愿,516,115642,2,- ,,,,,,,,,,,,,
不分文理,Y016,济南大学,49,水利类,山东,物理或化学,2021,常规1志愿,516,116559,8,- ,,,,,,,,,,,,,
不分文理,A676,云南农业大学,1P,城乡规划,山东,物理或历史或地理,2021,常规1志愿,516,115597,1,- ,,,,,,,,,,,,,
不分文理,A377,滁州学院,43,审计学,山东,不限,2021,常规1志愿,516,115903,2,- ,,,,,,,,,,,,,
不分文理,B066,烟台大学,26,机械设计制造及其自动化,山东,物理,2021,常规1志愿,516,115979,195,- ,,,,,,,,,,,,,
不分文理,A676,云南农业大学,1X,社会工作,山东,不限,2021,常规1志愿,516,116898,1,- ,,,,,,,,,,,,,
不分文理,A451,鲁东大学,39,生物工程,山东,物理或化学或生物,2021,常规1志愿,516,117413,59,- ,,,,,,,,,,,,,
不分文理,B066,烟台大学,33,工程管理,山东,物理,2021,常规1志愿,516,116175,50,- ,,,,,,,,,,,,,
不分文理,Y018,山东科技大学,T9,审计学(就读地点泰安),山东,不限,2021,常规1志愿,516,116330,118,- ,,,,,,,,,,,,,
不分文理,A433,山东理工大学,08,新能源科学与工程,山东,物理,2021,常规1志愿,516,115773,40,- ,,,,,,,,,,,,,
不分文理,A157,沈阳农业大学,1E,农学(卓越计划实验班),山东,物理或化学或生物,2021,常规1志愿,516,116882,3,- ,,,,,,,,,,,,,
不分文理,B420,河北金融学院,08,经济学类,山东,不限,2021,常规1志愿,516,116598,7,- ,,,,,,,,,,,,,
不分文理,B527,湖南城市学院,53,网络与新媒体,山东,不限,2021,常规1志愿,516,117441,3,- ,,,,,,,,,,,,,
不分文理,D437,南昌医学院,02,针灸推拿学(不招色盲色弱考生),山东,物理或化学或生物,2021,常规1志愿,516,116733,5,- ,,,,,,,,,,,,,
不分文理,D437,南昌医学院,03,中西医临床医学(不招色盲色弱考生),山东,物理或化学或生物,2021,常规1志愿,516,116683,5,- ,,,,,,,,,,,,,
不分文理,A452,临沂大学,76,物理学(师范类),山东,物理,2021,常规1志愿,516,115921,34,- ,,,,,,,,,,,,,
不分文理,A412,江西中医药大学,0A,护理学,山东,不限,2021,常规1志愿,516,117084,5,- ,,,,,,,,,,,,,
不分文理,A412,江西中医药大学,0C,英语,山东,不限,2021,常规1志愿,516,117436,2,- ,,,,,,,,,,,,,
不分文理,A118,山西师范大学,1D,环境生态工程,山东,物理或化学或生物,2021,常规1志愿,516,116645,2,- ,,,,,,,,,,,,,
不分文理,A146,辽宁科技大学,04,材料成型及控制工程,山东,物理,2021,常规1志愿,516,117213,2,- ,,,,,,,,,,,,,
不分文理,B437,长春工程学院,03,智能电网信息工程,山东,物理,2021,常规1志愿,516,115964,1,- ,,,,,,,,,,,,,
不分文理,A446,曲阜师范大学,VK,新能源材料与器件(地方专项计划),山东,化学,2021,常规1志愿,516,116856,8,- ,,,,,,,,,,,,,
不分文理,D706,吉林医药学院,04,预防医学,山东,物理或化学或生物,2021,常规1志愿,516,116511,3,- ,,,,,,,,,,,,,
不分文理,E276,齐鲁师范学院,33,地理科学(师范类),山东,物理或化学或地理,2021,常规1志愿,516,117375,40,- ,,,,,,,,,,,,,
不分文理,A119,太原师范学院,11,小学教育(师范类),山东,不限,2021,常规1志愿,515,117978,3,- ,,,,,,,,,,,,,
不分文理,A514,黄冈师范学院,13,英语(师范类),山东,不限,2021,常规1志愿,515,117694,6,- ,,,,,,,,,,,,,
不分文理,A440,滨州医学院,13,中医康复学,山东,物理或化学或生物,2021,常规1志愿,515,118944,40,- ,,,,,,,,,,,,,
不分文理,A109,太原科技大学,0V,油气储运工程,山东,化学或地理,2021,常规1志愿,515,119102,2,- ,,,,,,,,,,,,,
不分文理,A201,北华大学,Q2,软件工程,山东,物理,2021,常规1志愿,515,118577,5,- ,,,,,,,,,,,,,
不分文理,A201,北华大学,Q3,网络工程,山东,物理,2021,常规1志愿,515,118851,2,- ,,,,,,,,,,,,,
不分文理,A148,辽宁石油化工大学,09,电气工程及其自动化,山东,物理,2021,常规1志愿,515,117564,2,- ,,,,,,,,,,,,,
不分文理,A608,广西民族大学,09,会计学,山东,不限,2021,常规1志愿,515,119109,2,- ,,,,,,,,,,,,,
不分文理,A460,河南理工大学,63,管理科学,山东,物理,2021,常规1志愿,515,117955,2,- ,,,,,,,,,,,,,
不分文理,A136,内蒙古民族大学,69,法学,山东,不限,2021,常规1志愿,515,119052,1,- ,,,,,,,,,,,,,
不分文理,A433,山东理工大学,E0,生物工程,山东,化学或生物,2021,常规1志愿,515,119279,30,- ,,,,,,,,,,,,,
不分文理,A608,广西民族大学,0M,社会学,山东,不限,2021,常规1志愿,515,119203,2,- ,,,,,,,,,,,,,
不分文理,A148,辽宁石油化工大学,37,软件工程,山东,物理,2021,常规1志愿,515,117709,2,- ,,,,,,,,,,,,,
不分文理,A148,辽宁石油化工大学,39,石油工程,山东,物理或化学,2021,常规1志愿,515,118195,2,- ,,,,,,,,,,,,,
不分文理,A148,辽宁石油化工大学,47,应用物理学,山东,物理,2021,常规1志愿,515,118201,1,- ,,,,,,,,,,,,,
不分文理,A719,延安大学,GC,电子信息工程,山东,物理,2021,常规1志愿,515,118005,2,- ,,,,,,,,,,,,,
不分文理,A434,山东农业大学,02,中药资源与开发,山东,物理或化学或生物,2021,常规1志愿,515,118662,6,- ,,,,,,,,,,,,,
不分文理,A347,湖州师范学院,88,财务管理,山东,不限,2021,常规1志愿,515,118774,2,- ,,,,,,,,,,,,,
不分文理,A149,沈阳化工大学,11,化学工程与工艺,山东,物理或化学或生物,2021,常规1志愿,515,118751,4,- ,,,,,,,,,,,,,
不分文理,A661,遵义医科大学,0L,外国语言文学类,山东,不限,2021,常规1志愿,515,118590,2,- ,,,,,,,,,,,,,
不分文理,A434,山东农业大学,14,风景园林,山东,物理或化学或生物,2021,常规1志愿,515,119421,60,- ,,,,,,,,,,,,,
不分文理,A149,沈阳化工大学,16,应用化学,山东,物理或化学,2021,常规1志愿,515,119424,2,- ,,,,,,,,,,,,,
不分文理,A350,台州学院,13,商务英语,山东,不限,2021,常规1志愿,515,119322,4,- ,,,,,,,,,,,,,
不分文理,A721,宝鸡文理学院,13,汉语言文学(师范类),山东,思想政治或历史或地理,2021,常规1志愿,515,118707,5,- ,,,,,,,,,,,,,
不分文理,A149,沈阳化工大学,18,电气工程及其自动化,山东,物理,2021,常规1志愿,515,118552,6,- ,,,,,,,,,,,,,
不分文理,A229,牡丹江医学院,12,医学检验技术,山东,化学和生物,2021,常规1志愿,515,118162,2,- ,,,,,,,,,,,,,
不分文理,A219,黑龙江科技大学,05,机械设计制造及其自动化,山东,物理,2021,常规1志愿,515,117713,3,- ,,,,,,,,,,,,,
不分文理,A434,山东农业大学,23,经济学类,山东,不限,2021,常规1志愿,515,118766,365,- ,,,,,,,,,,,,,
不分文理,A166,沈阳师范大学,16,电子信息工程,山东,物理,2021,常规1志愿,515,118806,5,- ,,,,,,,,,,,,,
不分文理,A418,赣南师范大学,34,人力资源管理,山东,不限,2021,常规1志愿,515,119355,2,- ,,,,,,,,,,,,,
不分文理,B406,甘肃政法大学,26,信息管理与信息系统,山东,物理,2021,常规1志愿,515,118940,1,- ,,,,,,,,,,,,,
不分文理,A418,赣南师范大学,50,人文地理与城乡规划,山东,物理或化学或地理,2021,常规1志愿,515,119237,2,- ,,,,,,,,,,,,,
不分文理,A434,山东农业大学,30,俄语,山东,不限,2021,常规1志愿,515,119054,35,- ,,,,,,,,,,,,,
不分文理,A879,安徽科技学院,0M,计算机科学与技术,山东,物理,2021,常规1志愿,515,118072,1,- ,,,,,,,,,,,,,
不分文理,A203,吉林师范大学,F1,电子信息类,山东,物理,2021,常规1志愿,515,117723,2,- ,,,,,,,,,,,,,
不分文理,A203,吉林师范大学,HY,人力资源管理,山东,不限,2021,常规1志愿,515,117805,4,- ,,,,,,,,,,,,,
不分文理,A741,兰州财经大学,4J,金融学(121中俄实验班),山东,不限,2021,常规1志愿,515,118320,4,- ,,,,,,,,,,,,,
不分文理,A149,沈阳化工大学,39,生物工程,山东,物理或化学或生物,2021,常规1志愿,515,118124,3,- ,,,,,,,,,,,,,
不分文理,E389,成都师范学院,02,贸易经济,山东,不限,2021,常规1志愿,515,117824,5,- ,,,,,,,,,,,,,
不分文理,A441,山东中医药大学,NB,药学(地方专项计划),山东,物理或化学或生物,2021,常规1志愿,515,118553,5,- ,,,,,,,,,,,,,
不分文理,A363,安徽工程大学,0T,应用化学,山东,化学,2021,常规1志愿,515,118859,3,- ,,,,,,,,,,,,,
不分文理,A262,上海健康医学院,07,医疗产品管理,山东,不限,2021,常规1志愿,515,118142,5,- ,,,,,,,,,,,,,
不分文理,A149,沈阳化工大学,49,金融学,山东,不限,2021,常规1志愿,515,118943,4,- ,,,,,,,,,,,,,
不分文理,A262,上海健康医学院,09,卫生检验与检疫,山东,物理或化学或生物,2021,常规1志愿,515,118283,7,- ,,,,,,,,,,,,,
不分文理,B059,合肥学院,45,会计学,山东,不限,2021,常规1志愿,515,119306,2,- ,,,,,,,,,,,,,
不分文理,A219,黑龙江科技大学,54,思想政治教育,山东,思想政治,2021,常规1志愿,515,118362,2,- ,,,,,,,,,,,,,
不分文理,A190,长春工业大学,94,行政管理,山东,不限,2021,常规1志愿,515,118472,4,- ,,,,,,,,,,,,,
不分文理,A220,东北石油大学,04,测控技术与仪器,山东,物理,2021,常规1志愿,515,118685,4,- ,,,,,,,,,,,,,
不分文理,A742,西北民族大学,PF,社会学类,山东,思想政治或历史,2021,常规1志愿,515,119287,2,- ,,,,,,,,,,,,,
不分文理,B407,北方民族大学,26,新闻传播学类,山东,不限,2021,常规1志愿,515,118159,1,- ,,,,,,,,,,,,,
不分文理,A093,承德医学院,12,护理学,山东,化学或生物,2021,常规1志愿,515,118526,3,- ,,,,,,,,,,,,,
